"City","Year","Period","n_obs","n_obs_RG","n_taxa","n_users","n_obs_all","taxa"
"Lancashire, UK",2021,"during",7,2,4,4,2991,"55576 54294 175355 127051 182631"
"Lancashire, UK",2021,"after",1,0,1,1,336,"217100"
"Lancashire, UK",2022,"before",2,1,2,1,371,"203807 55576"
"Lancashire, UK",2022,"during",13,5,10,6,3849,"54294 54734 55576 229764 229765 182631 182455 117887 463344 123175"
"Lancashire, UK",2022,"after",11,5,9,4,399,"55576 69728 154184 124439 69430 182455 632126 207988 232383"
"Lexington, Kentucky, USA",2021,"during",25,3,14,12,2560,"182476 117867 151767 117887 155093 117942 49490 463344 123114 54294 155090 125754 117943 148365 182656 182675 48325 127051 155091"
"Lexington, Kentucky, USA",2022,"during",9,1,6,5,2665,"69430 174748 69211 155091 222950 175433 233685"
"Lima, Perú",2019,"during",1,0,1,1,918,"69430"
"Lima, Perú",2021,"during",1,0,1,1,4113,"155495"
"Liverpool City Region, UK",2019,"before",10,1,2,4,770,"55576 180500"
"Liverpool City Region, UK",2019,"during",119,38,21,16,12424,"54758 123175 55576 632126 54294 154184 69430 124439 117971 50252 49490 117887 49488 54734 69211 223123 125773 182631 180500 223257 229764 461455 54735 117980 923634 117943 69468"
"Liverpool City Region, UK",2019,"after",10,4,4,5,1402,"55576 123175 124439 117943"
"Liverpool City Region, UK",2020,"before",52,30,16,5,2965,"69211 55576 124439 154184 60718 50252 223123 117980 117951 117887 632126 123175 49490 117943 463825 214305 117867 117987 119666"
"Liverpool City Region, UK",2020,"during",53,23,18,9,5956,"50252 124439 55576 155094 632126 69468 182631 223123 117929 194686 222833 462706 123175 67747 117943 223257 117971 154184 54734 214226 117887 182455 49490"
"Liverpool City Region, UK",2020,"after",8,4,4,2,1194,"179366 55576 223123 214305 117929"
"Liverpool City Region, UK",2021,"before",26,9,12,2,840,"69430 60718 223123 124439 50252 69211 55576 182455 54734 179366 125754 117943"
"Liverpool City Region, UK",2021,"during",243,83,35,14,8922,"55576 124439 117887 54294 69211 117951 229764 48325 123175 54734 182631 229765 54758 223123 49490 50252 194686 117980 117971 155093 179037 117943 463344 60718 461454 69430 182455 632126 228059 154184 194681 54757 222838 462706 1232400 532146 117877 117858 54735 117987 117867 223257 180500 155497"
"Liverpool City Region, UK",2021,"after",27,14,16,6,877,"50252 54294 223123 182455 125773 124439 55576 117929 69163 69430 54734 69211 54607 154184 119666 54758"
"Liverpool City Region, UK",2022,"before",7,6,6,3,434,"55576 69430 117969 54758 154184 117938"
"Liverpool City Region, UK",2022,"during",198,100,31,8,7753,"69468 228059 55576 463485 117980 117887 54734 124439 223123 341601 54758 461455 69211 123175 154184 117943 69430 182455 179366 632126 117929 205492 54294 123348 49490 155092 463344 60718 50252 1019864 155093 222838 175614 464002 532146 155094 174766 775650 117867 532267 532751 179037"
"Liverpool City Region, UK",2022,"after",44,12,19,3,964,"632126 175489 228059 175440 154184 54734 69211 117867 54758 55576 49490 174766 124439 179366 223123 50252 341601 60718 69430 182467"
"London, UK",2018,"before",4,2,3,2,285,"117943 123175 55576"
"London, UK",2018,"during",112,35,73,11,2602,"55576 49488 174766 462437 775650 233473 230426 182558 144276 506114 232790 223119 355334 194681 223132 462951 179366 532146 598077 228670 154105 632126 598059 463835 409047 532141 123348 117903 232791 209662 54757 117943 222931 461454 705957 463268 404864 179720 117969 220865 216213 463837 463344 226483 228059 54734 229764 355350 222860 341601 218522 194686 124439 230642 155082 210314 69430 222835 463484 223123 532149 222838 60718 69207 207988 532157 54758 123175 54351 117913 179864 205492 117887 155090 54607 217148 117951 155094 117877 49490"
"London, UK",2019,"before",7,6,5,3,434,"55576 229442 50252 175433 182455"
"London, UK",2019,"during",106,40,64,11,5369,"117943 222838 50252 123175 223123 69211 55576 117867 124439 352486 54607 54351 532157 155497 223257 60718 179366 532531 532141 207988 222833 233474 355350 463485 194686 54734 69430 205492 155082 123348 54758 123894 341601 69207 228059 532149 222835 462706 632126 532154 463837 210314 67747 209662 1232435 222844 155093 117971 217148 233467 144276 532267 182455 226483 203807 1019864 180444 179720 194681 404864 155090 179037 233473 630835 229764 117877 117951 54294 318822 154184"
"London, UK",2020,"during",40,19,15,20,5790,"55576 117943 175657 54734 117980 630829 60718 54758 123176 632126 154184 223257 69211 117951 117887 123175 117867 182631"
"London, UK",2020,"after",3,1,3,2,1294,"182631 144276 463837"
"London, UK",2021,"before",2,0,1,2,1223,"117887 124439"
"London, UK",2021,"during",59,26,23,17,4782,"119666 355350 117971 175433 630829 54734 117887 117980 117969 117943 124439 55576 69207 69430 117867 54758 182631 123175 194687 117877 632126 54757 50252 223123 775650 60718"
"London, UK",2021,"after",3,2,3,2,1176,"462611 55576 228059"
"London, UK",2022,"before",1,1,1,1,1516,"55576"
"London, UK",2022,"during",11,7,6,6,4480,"55576 117943 117951 123175 69211 175657 144276"
"Los Angeles County, California, USA",2018,"before",6,3,6,3,2284,"55553 49578 123175 117943 69430 55457"
"Los Angeles County, California, USA",2018,"during",44,13,30,12,19451,"212280 117951 69468 632126 463823 54608 205575 212291 120384 55553 57807 209793 227662 182558 119888 463286 229999 463824 532121 125055 210316 117945 222883 69211 49490 55576 229938 174751 69430 49488 463837 54735"
"Los Angeles County, California, USA",2018,"after",5,0,3,5,2684,"200925 154184 69430"
"Los Angeles County, California, USA",2019,"before",5,1,5,4,3883,"182717 57807 48325 60724 117943"
"Los Angeles County, California, USA",2019,"during",45,13,21,26,34491,"69436 117943 212280 69211 182455 532267 125055 532707 69430 69468 60724 632126 117846 225955 117942 210316 155094 175047 117899 117875 54623 125773 462256 147234 55553"
"Los Angeles County, California, USA",2019,"after",3,2,2,2,3569,"345245 69430"
"Los Angeles County, California, USA",2020,"before",12,7,9,5,3671,"117887 69468 463825 222943 182558 55576 182455 117943 123175 124439"
"Los Angeles County, California, USA",2020,"during",35,9,16,12,19603,"463828 175944 155094 532267 212280 69437 532707 175859 117932 69430 124439 117942 175433 60724 123230 210316 54758 203098 182455"
"Los Angeles County, California, USA",2020,"after",4,0,3,3,5706,"182631 117942 123230"
"Los Angeles County, California, USA",2021,"before",4,1,3,3,5824,"117938 203098 175944"
"Los Angeles County, California, USA",2021,"during",42,18,21,19,22541,"125055 532349 123230 212280 117943 117925 60724 632126 69163 155094 124439 69436 49490 175047 117932 405272 182631 175944 344442 147234 463825 55553 182455 532267"
"Los Angeles County, California, USA",2021,"after",4,0,3,3,4812,"212280 632126 117938"
"Los Angeles County, California, USA",2022,"before",7,0,5,4,6086,"120384 117938 632126 175896 155092"
"Los Angeles County, California, USA",2022,"during",49,9,22,20,19599,"49490 117887 69468 60724 212280 223119 632126 69436 147234 54735 182455 194681 463837 203098 123230 532267 117938 59968 154250 119888 229999 154107 155094 125055 120384 532707 55553 117943 117942"
"Los Angeles County, California, USA",2022,"after",5,2,5,3,5515,"508867 462247 532267 212280 117942"
"Louisville Metro, Kentucky, USA",2022,"before",1,0,1,1,637,"155094"
"Louisville Metro, Kentucky, USA",2022,"during",10,0,8,6,2642,"155090 148365 117943 117887 182675 155091 151767 229441 50252"
"Louisville Metro, Kentucky, USA",2022,"after",1,0,1,1,385,"117943"
"Lower Rio Grande Valley, Texas, USA",2018,"during",6,3,5,4,8865,"229441 55553 220115 200925 117943"
"Lower Rio Grande Valley, Texas, USA",2019,"during",13,2,6,10,9036,"55553 48325 229760 117943 200925 69430 220115 69468"
"Lower Rio Grande Valley, Texas, USA",2020,"during",8,0,1,6,7499,"229760 48325"
"Lower Rio Grande Valley, Texas, USA",2020,"after",2,0,2,1,387,"229760 175845"
"Lower Rio Grande Valley, Texas, USA",2021,"during",8,1,4,5,8086,"155091 48325 117867 67747 229760 55553"
"Lower Rio Grande Valley, Texas, USA",2022,"before",9,0,8,1,989,"117992 176033 175657 233685 532533 154108 117938 175758"
"Lower Rio Grande Valley, Texas, USA",2022,"during",19,0,9,13,11580,"48325 229760 630835 463837 124439 155092 345245 154128 200925 174748"
"Luxembourg, Luxembourg",2019,"during",35,18,17,20,7928,"54734 55576 228059 69207 182631 60718 632126 344388 1019864 464002 49490 182717 117943 123175 54735 210537 54758 144276"
"Luxembourg, Luxembourg",2020,"before",2,1,2,2,591,"180500 632126"
"Luxembourg, Luxembourg",2020,"during",11,5,5,7,6048,"49490 55576 54735 182631 54734 123175"
"Luxembourg, Luxembourg",2020,"after",2,0,2,2,1363,"179037 117942"
"Luxembourg, Luxembourg",2021,"before",2,1,2,2,726,"54734 179037"
"Luxembourg, Luxembourg",2021,"during",25,7,12,13,5410,"630835 119666 54294 55576 117971 54735 123175 144276 54734 175355 175440 54757 121208 117887 49490 123176"
"Luxembourg, Luxembourg",2022,"before",4,0,4,2,1497,"179037 179720 203807 463344"
"Luxembourg, Luxembourg",2022,"during",38,23,15,18,7713,"54734 123175 370776 55576 117950 182631 49490 154184 69211 54294 117865 179720 117943 117951 48325 69468 404864 175433"
"Luxembourg, Luxembourg",2022,"after",1,0,1,1,1599,"370776"
"Madison Metro Area, Wisconsin, USA",2022,"before",5,0,4,4,568,"155497 49490 54294 117943"
"Madison Metro Area, Wisconsin, USA",2022,"during",13,3,9,8,2063,"69211 194679 404933 526717 463738 49490 119669 180441 119778 155090"
"Madison Metro Area, Wisconsin, USA",2022,"after",2,0,2,1,1861,"60711 117887"
"Madrid, Spain",2019,"during",1,0,1,1,367,"60718"
"Madrid, Spain",2020,"after",1,1,1,1,102,"55576"
"Mazatlán, Sinaloa, México",2019,"during",50,12,10,19,27867,"117950 147234 175055 117938 67747 532258 147221 117867 117932 463096 60724 117887"
"Mazatlán, Sinaloa, México",2021,"during",33,6,6,20,15910,"175055 69163 67747 48325 532258 147221 117887 155090 147234"
"Mazatlán, Sinaloa, México",2022,"during",29,5,5,14,22620,"175055 48325 532258 50252 117887 175845"
"Medellín, Colombia",2019,"during",62,10,19,32,14133,"117867 49490 461903 223448 48325 132205 491234 122660 67747 343671 54294 369657 175845 83475 60724 888569 464189 117896 69437 180500 888567 175247 117892"
"Melbourne, Victoria, Australia",2021,"during",26,0,6,19,8001,"49490 117951 55576 179037 217100 117942 117892 117938"
"Melbourne, Victoria, Australia",2022,"before",3,1,3,3,1689,"49490 48325 55553"
"Melbourne, Victoria, Australia",2022,"during",52,5,18,27,12744,"55576 117951 49490 400878 117938 409221 355906 355354 117892 217148 117942 229760 123894 175954 69207 179037 463344 122029 54734 54757 200925 229759 55553"
"Melbourne, Victoria, Australia",2022,"after",21,1,11,14,1951,"48325 992273 60724 864412 220112 355350 118245 355354 117892 123894 54757 49490 355906 117867"
"Memphis, Tennessee, Mississippi, Arkansas, USA",2022,"before",1,0,1,1,355,"117867"
"Memphis, Tennessee, Mississippi, Arkansas, USA",2022,"during",1,0,1,1,1838,"67747"
"Mendocino County, California, USA",2020,"before",1,1,1,1,306,"118245"
"Mendocino County, California, USA",2020,"during",14,1,10,6,1431,"117971 67747 182631 182461 125773 155091 123175 54613 55576 123230 182679"
"Mendocino County, California, USA",2021,"before",5,0,4,2,640,"48711 49490 117988 126626"
"Mendocino County, California, USA",2021,"during",8,2,6,4,1904,"179042 49578 117943 200925 532267 182631"
"Miami, Florida, USA",2018,"during",3,2,2,2,3915,"464189 48325"
"Miami, Florida, USA",2019,"during",5,1,5,4,12177,"121176 464189 69430 117942 200925"
"Miami, Florida, USA",2019,"after",2,0,2,1,551,"48325 221305"
"Miami, Florida, USA",2020,"during",48,4,18,7,8523,"222890 228053 48325 229784 176035 49490 67747 233083 117887 117929 218578 464189 117867 462513 117992 205081 200925 222950 69436 117938"
"Miami, Florida, USA",2020,"after",10,2,5,2,824,"229760 50252 117865 117992 200925"
"Miami, Florida, USA",2021,"before",4,0,2,2,1742,"175440 123114"
"Miami, Florida, USA",2021,"during",132,12,44,11,10468,"1027360 228055 227238 222890 462995 462729 1027359 1027351 463893 214288 1238159 222862 117968 219207 462885 462792 49488 345245 462304 229779 229769 229763 217131 227237 463678 229137 220443 462848 229590 463097 205079 464189 217299 176035 175440 203713 48325 1238741 213670 227262 200925 220115 210583 117884 67747 117942 462835 155094"
"Miami, Florida, USA",2021,"after",5,1,4,2,1496,"155091 69437 345245 220115 176035"
"Miami, Florida, USA",2022,"before",2,0,2,2,1817,"117867 462848"
"Miami, Florida, USA",2022,"during",29,6,17,10,11487,"464189 217299 174782 54735 117867 176035 69207 182631 175758 49490 217157 322661 205079 460246 69437 155095 200925 48325 345245"
"Milazzo, Messina, Italy",2021,"during",12,1,5,5,3395,"55576 175944 54757 117887 175440 48325"
"Milazzo, Messina, Italy",2022,"during",28,4,7,17,10148,"55576 54757 1019864 117853 123230 144276 370776 464002"
"Milwaukee, Wisconsin, USA",2022,"before",1,0,1,1,310,"119669"
"Milwaukee, Wisconsin, USA",2022,"during",88,15,18,5,2122,"372229 117943 344442 69430 117887 174748 220115 151767 54734 119669 155090 155094 233685 54735 182713 182613 54757 49490 154184 69436 228062 174751"
"Milwaukee, Wisconsin, USA",2022,"after",25,7,12,4,2144,"117892 229441 69430 54735 174748 222950 463984 117943 200925 155090 55576 233685 48325"
"Minneapolis-St. Paul, Minnesota, USA",2018,"during",6,0,3,5,3575,"117943 117951 69430 117877"
"Minneapolis-St. Paul, Minnesota, USA",2019,"before",1,0,1,1,321,"69430"
"Minneapolis-St. Paul, Minnesota, USA",2019,"during",31,17,14,19,5793,"117887 117943 69430 67343 344442 48325 174751 200925 69211 119778 49490 125632 117951 119669 154128 230002 372229"
"Minneapolis-St. Paul, Minnesota, USA",2019,"after",4,1,4,3,805,"532267 69430 117943 344442"
"Minneapolis-St. Paul, Minnesota, USA",2020,"before",9,3,7,4,722,"117943 180482 463344 155090 194163 119669 200925"
"Minneapolis-St. Paul, Minnesota, USA",2020,"during",28,6,17,11,5647,"117951 117987 117938 155090 532267 154128 117943 119669 117877 463344 174751 344442 182455 119778 175433 175440 69437 69430 228070"
"Minneapolis-St. Paul, Minnesota, USA",2020,"after",12,2,10,5,2139,"69430 200925 151767 155093 49490 69728 123894 462724 462714 119778 344442"
"Minneapolis-St. Paul, Minnesota, USA",2021,"before",11,1,9,5,2625,"69430 60709 344442 182713 49488 174753 69163 182631 60724"
"Minneapolis-St. Paul, Minnesota, USA",2021,"during",19,5,11,13,6794,"344442 151767 182713 182613 532267 117943 69430 117951 54734 194686 182675 182631"
"Minneapolis-St. Paul, Minnesota, USA",2022,"before",20,8,15,7,877,"69430 344442 174748 220115 54734 69436 174751 229441 223440 526743 117942 229702 233323 205689 55553 463837"
"Minneapolis-St. Paul, Minnesota, USA",2022,"during",78,6,31,35,5315,"117943 117887 69430 182631 69468 221999 203713 200925 174751 175170 151767 182605 119669 227661 372229 155093 117877 55576 399803 123457 117987 69436 119778 49490 344442 228062 209662 120384 154128 175506 59968 54757 49488 233685 117951 54294 174748"
"Minneapolis-St. Paul, Minnesota, USA",2022,"after",1,1,1,1,3662,"463071"
"Monterrey, México",2018,"before",1,1,1,1,499,"229759"
"Monterrey, México",2018,"during",582,467,96,25,8482,"463777 117877 1182620 117884 227998 233440 222896 532346 175506 508867 174739 463079 463805 117865 123114 154129 117925 205079 1019864 597453 463746 174766 175655 228037 154184 462438 69430 182554 217270 117992 228062 205081 223476 117887 117942 232361 155090 55553 229441 174891 117963 175450 404863 50252 175176 227235 229772 221314 221305 223470 229760 117943 229759 960311 223448 117973 175501 151767 463919 215810 117987 220647 233685 229443 155095 203897 345245 228063 221999 222821 174753 209662 229703 402281 182617 229256 117968 229699 462706 463139 707474 117867 175969 117962 229260 154128 231485 227582 228053 67747 175845 214707 49490 463679 215804 218577 69211 218571 210537 462268 205567 463071 117932 227237 227655 229777 462785 208483 60709 344442 174811 174748 154108"
"Monterrey, México",2019,"before",6,1,4,3,792,"50252 154129 117887 175712"
"Monterrey, México",2019,"during",661,540,144,28,15739,"69211 182554 221314 174748 1019864 50252 117887 221999 120384 463071 154184 229441 229759 182675 702309 117943 117877 60709 233685 48325 232361 218571 222821 508867 54607 463793 202002 227235 581649 229760 229772 221305 345245 707474 229703 404863 69430 214707 155495 463746 155497 229256 174891 221323 117867 67747 154129 231476 632126 182631 462611 127051 155093 220112 532346 402281 222863 218551 532259 228852 463073 219140 174739 462247 215810 768356 462863 117932 462861 117865 222955 174753 55553 222896 532349 1232354 174850 532099 123894 151767 205081 203713 960311 123114 55554 532267 223638 229249 1182620 597453 462438 351000 222877 932416 229245 462706 215998 462408 154108 203897 117980 220114 221313 227655 117942 228038 228037 462785 869754 217270 155095 227998 175359 474433 229777 117917 220115 462481 463924 230426 232679 221195 462439 231137 205689 194736 117968 229443 462268 182617 215804 221317 175417 229083 462479 463893 217132 69436 526717 222950 214724 205567 223123 221318 227656 227579 228063 463919 175247 227582 117925 175506 223441 826336 60718 463077 226107 205846 228062 175875 233684"
